# filename total_packets tcp_packets udp_packets total_bytes connections dns_queries dns_responses
faith-tamanu-ka-x100-tcp-seq25-9 535 0 529 193528 3 2 2
faith-tamanu-ka-x100-tcp-seq25-4 523 0 518 194999 2 0 0
faith-tamanu-ka-x100-tcp-seq50-3 555 0 549 195126 3 2 2
faith-tamanu-ka-x100-tcp-seq50-0 529 0 523 193151 3 2 2
faith-tamanu-ka-x100-tcp-seq50-2 517 0 511 192427 2 0 0
faith-tamanu-ka-x100-tcp-seq50-1 489 0 483 195538 3 0 0
faith-tamanu-ka-x100-tcp-seq50-4 539 0 533 193876 3 2 2
faith-tamanu-ka-x100-tcp-seq50-6 536 0 530 195889 2 0 0
faith-tamanu-ka-x100-tcp-seq50-7 525 0 519 194722 3 2 2
faith-tamanu-ka-x100-tcp-seq50-8 529 0 523 191796 2 0 0
faith-tamanu-ka-x100-tcp-seq50-5 546 0 540 194278 3 0 0
faith-tamanu-ka-x1-quic-cubic-4 30 0 26 13616 3 2 2
faith-tamanu-ka-x1-quic-cubic-1 32 0 27 13785 3 2 2
faith-tamanu-ka-x1-quic-cubic-5 38 0 32 14318 3 2 2
faith-tamanu-ka-x1-quic-cubic-3 29 0 24 12275 2 0 0
faith-tamanu-ka-x100-tcp-seq50-9 536 0 530 197113 3 2 2
faith-tamanu-ka-x1-quic-cubic-2 33 0 28 13840 3 2 2
faith-tamanu-ka-x1-quic-cubic-0 33 0 27 12692 2 0 0
faith-tamanu-ka-x1-quic-cubic-9 36 0 30 14097 3 2 2
faith-tamanu-ka-x1-quic-cubic-8 30 0 26 13625 3 2 2
faith-tamanu-ka-x1-quic-cubic-7 33 0 28 13848 3 2 2
faith-tamanu-ka-x1-quic-cubic-6 35 0 30 13989 3 2 2
faith-tamanu-ka-x10-quic-cubic-3 99 0 93 35178 3 0 2
faith-tamanu-ka-x10-quic-cubic-4 101 0 95 35351 3 2 2
faith-tamanu-ka-x10-quic-cubic-2 101 0 95 35428 3 2 2
faith-tamanu-ka-x10-quic-cubic-1 95 0 89 34921 3 2 2
faith-tamanu-ka-x10-quic-cubic-0 99 0 93 35284 3 2 2
faith-tamanu-ka-x10-quic-cubic-9 92 0 86 33426 2 0 0
faith-tamanu-ka-x10-quic-cubic-8 99 0 93 35199 3 2 2
faith-tamanu-ka-x10-quic-cubic-6 99 0 93 35193 3 2 2
faith-tamanu-ka-x10-quic-cubic-5 97 0 91 33784 2 0 0
faith-tamanu-ka-x10-quic-cubic-7 96 0 90 33802 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq1-3 631 0 626 200179 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq1-1 647 0 642 201559 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq1-0 630 0 625 202460 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq1-2 639 0 634 200713 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq1-6 608 0 603 198449 3 0 0
faith-tamanu-ka-x100-quic-cubic-seq1-7 641 0 635 200933 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq1-5 638 0 632 200710 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq1-4 647 0 642 201476 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq10-0 508 0 502 191568 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq10-2 492 0 486 192737 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq10-1 526 0 520 192710 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq1-9 632 0 626 200217 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq1-8 635 0 630 204131 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq10-6 486 0 480 190125 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq10-5 493 0 487 190706 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq10-4 474 0 468 193275 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq10-3 485 0 480 190271 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq10-7 493 0 487 190442 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq10-8 481 0 475 194928 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq25-3 531 0 526 193130 3 0 0
faith-tamanu-ka-x100-quic-cubic-seq25-4 478 0 478 168724 3 0 0
faith-tamanu-ka-x100-quic-cubic-seq25-2 532 0 526 193745 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq25-0 0 0 0 0 0 0 0
faith-tamanu-ka-x100-quic-cubic-seq10-9 0 0 0 0 0 0 0
faith-tamanu-ka-x100-quic-cubic-seq25-5 507 0 501 191632 3 0 2
faith-tamanu-ka-x100-quic-cubic-seq25-1 542 0 537 196252 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq25-6 521 0 515 191216 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq25-7 551 0 545 194651 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq25-8 520 0 514 197810 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq50-0 495 0 489 189355 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq25-9 534 0 528 193439 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq50-2 542 0 536 193963 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq50-1 567 0 562 198085 2 0 0
faith-tamanu-ka-x100-quic-cubic-seq50-4 524 0 518 196092 3 0 0
faith-tamanu-ka-x100-quic-cubic-seq50-6 544 0 539 197788 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq50-8 588 0 582 200435 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq50-3 555 0 549 196690 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq50-5 546 0 540 194349 3 0 1
faith-tamanu-ka-x1-quic-bbr-1 28 0 23 12216 2 0 0
faith-tamanu-ka-x1-quic-bbr-0 31 0 26 13684 3 0 2
faith-tamanu-ka-x100-quic-cubic-seq50-9 556 0 551 198482 3 2 2
faith-tamanu-ka-x100-quic-cubic-seq50-7 554 0 548 194811 3 2 2
faith-tamanu-ka-x1-quic-bbr-6 28 0 24 13348 3 0 0
faith-tamanu-ka-x1-quic-bbr-8 34 0 29 13912 3 2 2
faith-tamanu-ka-x1-quic-bbr-4 32 0 28 13745 3 2 2
faith-tamanu-ka-x1-quic-bbr-5 29 0 24 13449 3 0 0
faith-tamanu-ka-x1-quic-bbr-2 27 0 23 13305 3 0 0
faith-tamanu-ka-x1-quic-bbr-3 42 0 35 14542 3 2 2
faith-tamanu-ka-x10-quic-bbr-3 96 0 90 34913 3 0 1
faith-tamanu-ka-x10-quic-bbr-2 93 0 87 33509 2 0 0
faith-tamanu-ka-x10-quic-bbr-1 99 0 93 35211 3 2 2
faith-tamanu-ka-x10-quic-bbr-0 95 0 89 33740 2 0 0
faith-tamanu-ka-x1-quic-bbr-7 32 0 27 13780 3 2 2
faith-tamanu-ka-x1-quic-bbr-9 33 0 29 13829 3 2 2
faith-tamanu-ka-x10-quic-bbr-8 100 0 94 38820 3 2 2
faith-tamanu-ka-x10-quic-bbr-7 91 0 85 33357 2 0 0
faith-tamanu-ka-x10-quic-bbr-6 94 0 88 33575 2 0 0
faith-tamanu-ka-x10-quic-bbr-5 101 0 95 35443 3 2 2
faith-tamanu-ka-x10-quic-bbr-4 94 0 88 33572 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq1-2 650 0 645 205174 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq1-0 629 0 624 199917 3 0 0
faith-tamanu-ka-x10-quic-bbr-9 96 0 90 34996 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq1-1 647 0 641 201426 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq1-4 632 0 627 199047 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq1-6 654 0 648 207290 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq1-5 644 0 639 205044 3 0 0
faith-tamanu-ka-x100-quic-bbr-seq1-8 647 0 642 201352 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq1-9 641 0 636 200893 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq1-7 655 0 650 202099 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq1-3 654 0 649 202005 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq10-0 508 0 502 191764 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq10-3 482 0 477 193239 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq10-1 494 0 488 190456 3 0 0
faith-tamanu-ka-x100-quic-bbr-seq10-6 501 0 495 189786 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq10-5 517 0 511 192255 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq10-2 490 0 484 190317 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq10-4 500 0 494 190833 3 0 0
faith-tamanu-ka-x100-quic-bbr-seq10-8 501 0 496 194551 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq25-4 519 0 513 192354 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq25-5 560 0 554 195297 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq25-1 526 0 520 192889 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq10-7 489 0 484 193686 3 0 1
faith-tamanu-ka-x100-quic-bbr-seq10-9 490 0 484 190218 3 0 0
faith-tamanu-ka-x100-quic-bbr-seq25-0 514 0 508 192022 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq25-8 550 0 544 194583 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq25-2 509 0 503 190506 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq25-3 540 0 535 192533 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq25-6 529 0 524 196677 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq25-7 530 0 525 196710 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq50-4 526 0 521 191526 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq50-0 544 0 538 192816 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq50-1 505 0 499 195313 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq50-2 565 0 560 195734 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq25-9 504 0 499 191341 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq50-7 552 0 546 196495 3 2 2
faith-tamanu-ka-x100-quic-bbr-seq50-6 580 0 574 197246 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq50-3 525 0 520 191530 2 0 0
faith-tamanu-ka-x100-quic-bbr-seq50-5 500 0 494 189733 2 0 0
native-tamanu-k8-x1-tcp-2 21 17 4 7369 1 2 2
native-tamanu-k8-x1-tcp-0 21 17 4 7368 1 2 2
faith-tamanu-ka-x100-quic-bbr-seq50-9 551 0 545 194768 3 2 2
native-tamanu-k8-x1-tcp-1 21 17 4 7368 1 2 2
faith-tamanu-ka-x100-quic-bbr-seq50-8 514 0 508 191977 3 2 2
native-tamanu-k8-x1-tcp-7 21 17 4 7368 1 2 2
native-tamanu-k8-x1-tcp-5 21 17 4 7368 1 2 2
native-tamanu-k8-x1-tcp-6 21 17 4 7368 1 2 2
native-tamanu-k8-x1-tcp-4 22 18 4 7434 1 2 2
native-tamanu-k8-x1-tcp-3 21 17 4 7368 1 2 2
native-tamanu-k8-x10-tcp-5 39 35 4 22038 1 2 2
native-tamanu-k8-x10-tcp-2 39 35 4 22038 1 2 2
native-tamanu-k8-x10-tcp-4 31 31 0 19709 0 0 0
native-tamanu-k8-x10-tcp-3 39 35 4 22038 1 2 2
native-tamanu-k8-x1-tcp-8 21 17 4 7367 1 2 2
native-tamanu-k8-x10-tcp-0 39 35 4 22038 1 2 2
native-tamanu-k8-x10-tcp-1 39 35 4 22038 1 2 2
native-tamanu-k8-x1-tcp-9 21 17 4 7368 1 2 2
native-tamanu-k8-x100-tcp-seq1-1 220 216 4 168805 1 2 2
native-tamanu-k8-x100-tcp-seq1-0 219 215 4 168738 1 2 2
native-tamanu-k8-x10-tcp-9 40 36 4 22105 1 2 2
native-tamanu-k8-x10-tcp-8 39 35 4 22037 1 2 2
native-tamanu-k8-x10-tcp-6 39 35 4 22038 1 2 2
native-tamanu-k8-x10-tcp-7 39 35 4 22038 1 2 2
native-tamanu-k8-x100-tcp-seq1-5 219 215 4 168739 1 2 2
native-tamanu-k8-x100-tcp-seq1-4 219 219 0 170073 0 0 0
native-tamanu-k8-x100-tcp-seq1-3 219 215 4 168738 1 2 2
native-tamanu-k8-x100-tcp-seq1-2 222 218 4 168936 1 2 2
native-tamanu-k8-x100-tcp-seq1-9 219 215 4 168739 1 2 2
native-tamanu-k8-x100-tcp-seq1-6 219 215 4 168738 1 2 2
native-tamanu-k8-x100-tcp-seq1-7 219 215 4 168739 1 2 2
native-tamanu-k8-x100-tcp-seq1-8 219 215 4 168739 1 2 2
native-tamanu-k8-x100-tcp-seq10-3 448 408 40 224209 10 20 20
native-tamanu-k8-x100-tcp-seq10-2 472 432 40 225790 10 20 20
native-tamanu-k8-x100-tcp-seq10-0 493 453 40 227174 10 20 20
native-tamanu-k8-x100-tcp-seq10-1 502 462 40 227768 10 20 20
native-tamanu-k8-x100-tcp-seq10-6 435 395 40 223346 10 20 20
native-tamanu-k8-x100-tcp-seq10-4 464 424 40 225264 10 20 20
native-tamanu-k8-x100-tcp-seq10-5 491 451 40 227046 10 20 20
native-tamanu-k8-x100-tcp-seq10-8 463 443 20 224413 6 8 12
native-tamanu-k8-x100-tcp-seq10-7 497 457 40 227444 10 20 20
native-tamanu-k8-x100-tcp-seq10-9 285 285 0 166878 0 0 0
native-tamanu-k8-x100-tcp-seq25-1 815 715 100 315691 25 50 50
native-tamanu-k8-x100-tcp-seq25-2 813 713 100 315552 25 50 50
native-tamanu-k8-x100-tcp-seq25-0 811 711 100 315634 25 50 50
native-tamanu-k8-x100-tcp-seq25-4 713 662 51 306896 14 24 27
native-tamanu-k8-x100-tcp-seq25-5 825 725 100 319586 25 50 50
native-tamanu-k8-x100-tcp-seq25-8 777 677 100 313183 25 50 50
native-tamanu-k8-x100-tcp-seq25-7 801 701 100 314767 25 50 50
native-tamanu-k8-x100-tcp-seq25-3 721 621 100 309481 25 50 50
native-tamanu-k8-x100-tcp-seq25-9 803 703 100 314893 25 50 50
native-tamanu-k8-x100-tcp-seq25-6 791 691 100 314106 25 50 50
native-tamanu-k8-x100-tcp-seq50-0 1229 1029 200 455116 50 100 100
native-tamanu-k8-x100-tcp-seq50-1 1245 1045 200 456179 50 100 100
native-tamanu-k8-x100-tcp-seq50-4 1239 1039 200 455772 50 100 100
native-tamanu-k8-x100-tcp-seq50-3 1295 1095 200 459469 50 100 100
native-tamanu-k8-x100-tcp-seq50-2 1257 1057 200 457145 50 100 100
native-tamanu-k8-x100-tcp-seq50-5 1245 1045 200 456168 50 100 100
native-tamanu-k8-x100-tcp-seq50-7 940 916 24 415322 9 10 14
native-tamanu-k8-x100-tcp-seq50-8 1060 996 64 438068 17 30 34
native-tamanu-k8-x100-tcp-seq50-6 694 694 0 247347 0 0 0
node-fetch-tamanu-k8-x1-tcp-3 16 16 0 6795 0 0 0
node-fetch-tamanu-k8-x1-tcp-1 22 18 4 7367 1 2 2
native-tamanu-k8-x100-tcp-seq50-9 1281 1081 200 458542 50 100 100
node-fetch-tamanu-k8-x1-tcp-0 21 17 4 7303 1 2 2
node-fetch-tamanu-k8-x1-tcp-2 22 18 4 7368 1 2 2
node-fetch-tamanu-k8-x1-tcp-6 21 17 4 7302 1 2 2
node-fetch-tamanu-k8-x1-tcp-5 22 18 4 7368 1 2 2
node-fetch-tamanu-k8-x1-tcp-4 21 17 4 7302 1 2 2
node-fetch-tamanu-k8-x10-tcp-1 39 35 4 21648 1 2 2
node-fetch-tamanu-k8-x1-tcp-8 21 17 4 7303 1 2 2
node-fetch-tamanu-k8-x10-tcp-0 39 35 4 21648 1 2 2
node-fetch-tamanu-k8-x1-tcp-9 21 17 4 7301 1 2 2
node-fetch-tamanu-k8-x1-tcp-7 22 18 4 7368 1 2 2
node-fetch-tamanu-k8-x10-tcp-4 40 36 4 21714 1 2 2
node-fetch-tamanu-k8-x10-tcp-5 39 35 4 21647 1 2 2
node-fetch-tamanu-k8-x10-tcp-2 39 35 4 21647 1 2 2
node-fetch-tamanu-k8-x10-tcp-3 39 35 4 21649 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-0 221 217 4 165253 1 2 2
node-fetch-tamanu-k8-x10-tcp-9 39 35 4 21647 1 2 2
node-fetch-tamanu-k8-x10-tcp-8 39 35 4 21647 1 2 2
node-fetch-tamanu-k8-x10-tcp-7 39 35 4 21647 1 2 2
node-fetch-tamanu-k8-x10-tcp-6 39 35 4 21648 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-3 220 216 4 165174 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-1 219 215 4 165108 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-2 219 215 4 165108 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-5 219 215 4 165108 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-8 219 215 4 165108 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-7 221 217 4 165240 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-4 219 215 4 165109 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq1-6 219 215 4 165109 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq10-2 464 424 40 221362 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq10-0 466 426 40 221497 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq10-1 500 460 40 223740 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq1-9 219 215 4 165108 1 2 2
node-fetch-tamanu-k8-x100-tcp-seq10-7 489 449 40 223012 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq10-3 474 434 40 222195 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq10-6 447 407 40 220240 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq10-4 489 449 40 223015 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq10-5 495 455 40 223409 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq25-1 785 685 100 309360 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq10-8 469 429 40 221692 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq10-9 460 420 40 221103 10 20 20
node-fetch-tamanu-k8-x100-tcp-seq25-2 780 680 100 309033 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq25-4 781 681 100 309097 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq25-0 799 699 100 310286 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq25-6 781 681 100 309099 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq25-8 808 708 100 310870 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq25-5 789 689 100 309630 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq25-3 819 719 100 311605 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq25-7 779 679 100 308958 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq25-9 810 710 100 311263 25 50 50
node-fetch-tamanu-k8-x100-tcp-seq50-1 1260 1060 200 452062 50 100 100
node-fetch-tamanu-k8-x100-tcp-seq50-0 1273 1073 200 452913 50 100 100
node-fetch-tamanu-k8-x100-tcp-seq50-5 1279 1079 200 453315 50 100 100
node-fetch-tamanu-k8-x100-tcp-seq50-4 1281 1081 200 453446 50 100 100
node-fetch-tamanu-k8-x100-tcp-seq50-2 1233 1033 200 450281 50 100 100
node-fetch-tamanu-k8-x100-tcp-seq50-7 1266 1066 200 452456 50 100 100
node-fetch-tamanu-k8-x100-tcp-seq50-3 1262 1062 200 452189 50 100 100
node-fetch-tamanu-k8-x100-tcp-seq50-9 1277 1077 200 453177 50 100 100
faith-tamanu-k8-x1-tcp-2 46 25 21 27928 1 2 2
faith-tamanu-k8-x1-tcp-0 47 25 22 29170 1 2 2
faith-tamanu-k8-x1-tcp-5 51 25 26 29601 1 4 4
node-fetch-tamanu-k8-x100-tcp-seq50-8 1251 1051 200 451470 50 100 100
node-fetch-tamanu-k8-x100-tcp-seq50-6 1255 1055 200 451725 50 100 100
faith-tamanu-k8-x1-tcp-3 51 25 26 29603 1 4 4
faith-tamanu-k8-x1-tcp-1 51 25 26 29601 1 4 4
faith-tamanu-k8-x1-tcp-4 47 25 22 29171 1 2 2
faith-tamanu-k8-x1-tcp-6 51 25 26 29601 1 4 4
faith-tamanu-k8-x1-tcp-7 51 25 26 29603 1 4 4
faith-tamanu-k8-x10-tcp-1 96 70 26 45970 1 4 4
faith-tamanu-k8-x10-tcp-0 93 67 26 45678 1 4 4
faith-tamanu-k8-x1-tcp-9 51 25 26 29602 1 4 4
faith-tamanu-k8-x1-tcp-8 47 25 22 29171 1 2 2
faith-tamanu-k8-x10-tcp-6 95 73 22 45787 1 2 2
faith-tamanu-k8-x10-tcp-5 92 71 21 44391 1 2 2
faith-tamanu-k8-x10-tcp-7 95 69 26 45872 1 4 4
faith-tamanu-k8-x10-tcp-4 88 67 21 44003 1 2 2
faith-tamanu-k8-x10-tcp-2 96 70 26 45968 1 4 4
faith-tamanu-k8-x10-tcp-3 96 70 26 45969 1 4 4
faith-tamanu-k8-x100-tcp-seq1-2 526 500 26 208009 1 4 4
faith-tamanu-k8-x100-tcp-seq1-0 491 465 26 204615 1 4 4
faith-tamanu-k8-x10-tcp-9 92 68 24 45542 1 2 4
faith-tamanu-k8-x10-tcp-8 97 71 26 46066 1 4 4
faith-tamanu-k8-x100-tcp-seq1-4 529 507 22 208394 1 2 2
faith-tamanu-k8-x100-tcp-seq1-1 507 481 26 206167 1 4 4
faith-tamanu-k8-x100-tcp-seq1-3 502 480 22 205637 1 2 2
faith-tamanu-k8-x100-tcp-seq1-5 522 496 26 207822 1 4 4
faith-tamanu-k8-x100-tcp-seq1-8 528 502 26 208416 1 4 4
faith-tamanu-k8-x100-tcp-seq1-6 511 487 24 206777 1 2 4
faith-tamanu-k8-x100-tcp-seq1-7 484 458 26 204135 1 4 4
faith-tamanu-k8-x100-tcp-seq1-9 482 460 22 203897 1 2 2
